transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount,payment_mode
116,1/5/2024,C0058,P009,5,495,2475,CASH
117,12/31/2024,C0021,P042,4,479,1916,CARD
118,4/19/2024,C0079,P012,4,380,1520,ONLINE
119,12/27/2024,C0029,P027,1,245,245,CARD
120,4/8/2024,C0078,P010,2,52,104,CASH
121,9/30/2024,C0094,P032,1,193,193,CASH
122,5/17/2024,C0025,P031,1,42,42,CARD
123,5/4/2024,C0004,P042,5,148,740,ONLINE
124,7/31/2024,C0026,P049,5,48,240,CARD
125,3/10/2024,C0038,P022,1,338,338,CASH
126,6/23/2024,C0015,P030,2,43,86,ONLINE
127,4/27/2024,C0018,P021,1,219,219,CARD
128,2/8/2024,C0064,P038,1,121,121,ONLINE
129,6/29/2024,C0049,P011,3,348,1044,CASH
130,8/23/2024,C0082,P029,1,79,79,ONLINE
131,4/17/2024,C0015,P010,5,343,1715,ONLINE
132,8/25/2024,C0023,P019,5,177,885,ONLINE
133,3/20/2024,C0014,P012,5,156,780,CARD
134,4/6/2024,C0031,P007,4,301,1204,CARD
135,1/31/2024,C0066,P021,5,97,485,CASH
136,1/15/2024,C0058,P043,1,56,56,ONLINE
137,1/13/2024,C0027,P011,3,302,906,CARD
138,11/20/2024,C0072,P011,3,451,1353,CASH
139,1/27/2024,C0047,P027,3,460,1380,CARD
140,3/22/2024,C0025,P028,1,397,397,ONLINE
141,11/6/2024,C0085,P030,2,135,270,CARD
142,2/3/2024,C0075,P016,3,298,894,CARD
143,12/13/2024,C0041,P011,1,113,113,CARD
144,5/11/2024,C0070,P014,3,393,1179,ONLINE
145,1/25/2024,C0084,P027,4,75,300,CARD
146,2/19/2024,C0074,P048,1,337,337,ONLINE
147,6/18/2024,C0067,P007,4,185,740,CASH
148,2/12/2024,C0045,P001,4,160,640,CASH
149,12/1/2024,C0006,P017,1,391,391,CASH
150,3/6/2024,C0047,P033,5,211,1055,ONLINE
151,3/18/2024,C0048,P032,3,456,1368,CASH
152,10/23/2024,C0057,P032,2,371,742,CARD
153,11/3/2024,C0076,P041,4,255,1020,ONLINE
154,4/5/2024,C0038,P004,1,111,111,ONLINE
155,4/20/2024,C0044,P049,2,212,424,CARD
156,9/14/2024,C0099,P002,5,124,620,ONLINE
157,8/8/2024,C0091,P031,2,158,316,ONLINE
158,1/23/2024,C0098,P038,1,282,282,CASH
159,7/4/2024,C0029,P050,5,230,1150,CARD
160,3/30/2024,C0009,P017,2,360,720,CARD
161,8/10/2024,C0006,P044,4,415,1660,CARD
162,7/18/2024,C0097,P010,5,34,170,CASH
163,3/9/2024,C0004,P028,3,204,612,ONLINE
164,10/10/2024,C0074,P036,2,266,532,CASH
165,6/7/2024,C0048,P032,1,469,469,CARD
166,10/27/2024,C0041,P017,5,434,2170,ONLINE
167,8/26/2024,C0100,P003,4,401,1604,CARD
168,2/16/2024,C0076,P030,4,78,312,CARD
169,6/27/2024,C0046,P004,2,377,754,ONLINE
170,3/29/2024,C0026,P021,1,333,333,CARD
171,9/23/2024,C0034,P034,3,366,1098,CARD
172,8/30/2024,C0099,P033,2,196,392,CARD
173,7/12/2024,C0001,P031,5,499,2495,CARD
174,12/4/2024,C0060,P020,1,484,484,CARD
175,10/13/2024,C0045,P038,1,365,365,CASH
176,12/24/2024,C0078,P015,5,366,1830,CASH
177,1/10/2024,C0045,P048,1,112,112,CASH
178,9/25/2024,C0014,P016,1,272,272,CASH
179,11/7/2024,C0016,P012,3,143,429,ONLINE
180,12/19/2024,C0072,P020,2,68,136,CASH
181,9/30/2024,C0006,P046,1,190,190,CASH
182,12/26/2024,C0040,P038,3,491,1473,CASH
183,11/5/2024,C0042,P033,5,317,1585,CARD
184,12/6/2024,C0019,P048,3,389,1167,CASH
185,12/10/2024,C0012,P047,1,425,425,ONLINE
186,6/17/2024,C0012,P008,2,132,264,ONLINE
187,2/14/2024,C0089,P025,2,398,796,CARD
188,8/19/2024,C0091,P031,3,163,489,ONLINE
189,2/1/2024,C0022,P011,4,58,232,ONLINE
190,5/7/2024,C0052,P045,4,361,1444,ONLINE
191,12/7/2024,C0052,P015,5,258,1290,CASH
192,12/16/2024,C0019,P003,1,262,262,CASH
193,12/13/2024,C0007,P040,4,307,1228,CARD
194,5/12/2024,C0076,P050,2,163,326,CARD
195,9/29/2024,C0078,P025,2,282,564,CARD
196,8/28/2024,C0096,P042,3,268,804,CASH
197,4/8/2024,C0027,P011,5,299,1495,ONLINE
198,2/21/2024,C0074,P010,3,42,126,CASH
199,5/23/2024,C0088,P026,1,274,274,ONLINE
200,6/24/2024,C0057,P028,2,345,690,ONLINE
201,12/15/2024,C0100,P015,3,287,861,CASH
202,2/17/2024,C0030,P037,2,67,134,CARD
203,6/30/2024,C0071,P040,4,448,1792,CASH
204,6/28/2024,C0068,P008,2,489,978,CASH
205,5/20/2024,C0034,P041,2,162,324,CARD
206,3/11/2024,C0085,P047,5,400,2000,ONLINE
207,11/13/2024,C0070,P018,5,268,1340,ONLINE
208,2/26/2024,C0086,P039,4,370,1480,CASH
209,6/4/2024,C0072,P030,5,323,1615,CASH
210,11/20/2024,C0068,P015,1,485,485,CARD
211,9/22/2024,C0028,P008,4,480,1920,CARD
212,2/5/2024,C0002,P031,2,434,868,CASH
213,5/6/2024,C0043,P038,4,435,1740,CARD
214,12/10/2024,C0067,P011,5,241,1205,ONLINE
215,11/12/2024,C0052,P022,2,378,756,CARD
216,7/16/2024,C0003,P038,2,412,824,CASH
217,7/14/2024,C0047,P039,2,355,710,ONLINE
218,3/8/2024,C0081,P025,4,84,336,CARD
219,7/21/2024,C0038,P012,2,266,532,CASH
220,11/13/2024,C0080,P032,1,456,456,CARD
221,5/17/2024,C0019,P040,4,324,1296,CASH
222,5/30/2024,C0094,P032,5,418,2090,CASH
223,5/1/2024,C0020,P043,1,251,251,CARD
224,10/6/2024,C0066,P016,5,136,680,ONLINE
225,4/19/2024,C0085,P028,2,59,118,CARD
226,10/2/2024,C0049,P003,5,422,2110,CASH
227,11/21/2024,C0010,P027,1,288,288,ONLINE
228,4/13/2024,C0086,P028,2,155,310,CASH
229,1/30/2024,C0095,P044,3,121,363,ONLINE
230,3/14/2024,C0097,P008,2,378,756,ONLINE
231,3/16/2024,C0026,P025,5,408,2040,CASH
232,11/18/2024,C0001,P012,3,495,1485,CASH
233,4/7/2024,C0014,P006,2,458,916,ONLINE
234,10/22/2024,C0060,P033,2,171,342,ONLINE
235,3/10/2024,C0100,P040,2,263,526,CASH
236,6/22/2024,C0020,P010,5,120,600,CARD
237,11/23/2024,C0047,P004,2,80,160,ONLINE
238,9/18/2024,C0009,P037,5,90,450,CASH
239,3/25/2024,C0005,P028,1,199,199,CARD
240,3/11/2024,C0065,P005,4,321,1284,CARD
241,12/16/2024,C0035,P033,2,344,688,CARD
242,9/24/2024,C0093,P022,4,449,1796,CASH
243,10/7/2024,C0067,P042,2,201,402,CARD
244,8/22/2024,C0065,P033,3,58,174,CASH
245,2/14/2024,C0009,P008,4,400,1600,ONLINE
246,11/5/2024,C0039,P038,1,398,398,CARD
247,2/19/2024,C0086,P033,5,182,910,ONLINE
248,8/2/2024,C0079,P043,2,262,524,CARD
249,3/7/2024,C0026,P006,3,23,69,CARD
250,5/26/2024,C0087,P034,4,28,112,CARD
251,12/2/2024,C0001,P003,2,364,728,ONLINE
252,2/8/2024,C0070,P044,5,311,1555,CARD
253,8/18/2024,C0052,P022,3,339,1017,CARD
254,2/3/2024,C0098,P020,3,154,462,CASH
255,12/20/2024,C0023,P007,4,421,1684,CARD
256,9/17/2024,C0002,P012,5,345,1725,CASH
257,9/2/2024,C0006,P026,4,354,1416,CARD
258,7/12/2024,C0100,P013,5,422,2110,CARD
259,8/1/2024,C0029,P014,5,23,115,CARD
260,11/6/2024,C0091,P039,4,47,188,CASH
261,5/18/2024,C0041,P035,3,208,624,ONLINE
262,8/27/2024,C0040,P003,4,437,1748,ONLINE
263,11/29/2024,C0016,P024,3,481,1443,CARD
264,6/12/2024,C0098,P028,3,353,1059,CARD
265,11/5/2024,C0073,P023,5,311,1555,CASH
266,4/24/2024,C0036,P006,4,118,472,ONLINE
267,5/12/2024,C0038,P019,1,313,313,ONLINE
268,12/13/2024,C0072,P050,5,286,1430,CARD
269,10/1/2024,C0019,P023,1,418,418,CASH
270,7/8/2024,C0074,P031,5,341,1705,CARD
271,6/3/2024,C0100,P029,5,92,460,ONLINE
272,9/18/2024,C0056,P011,2,85,170,CARD
273,11/22/2024,C0055,P016,5,248,1240,CARD
274,3/14/2024,C0001,P005,2,170,340,CARD
275,3/27/2024,C0065,P050,4,86,344,CARD
276,12/6/2024,C0028,P017,3,135,405,ONLINE
277,8/26/2024,C0027,P043,1,298,298,ONLINE
278,1/13/2024,C0094,P022,1,143,143,ONLINE
279,8/17/2024,C0093,P004,3,70,210,CASH
280,8/18/2024,C0025,P023,2,207,414,ONLINE
281,10/28/2024,C0094,P015,3,335,1005,CASH
282,11/15/2024,C0080,P020,4,61,244,ONLINE
283,3/20/2024,C0027,P019,4,218,872,CASH
284,3/17/2024,C0048,P029,2,466,932,CARD
285,5/8/2024,C0020,P037,3,35,105,CARD
286,11/11/2024,C0014,P039,1,81,81,CARD
287,7/10/2024,C0050,P001,5,410,2050,CARD
288,3/27/2024,C0023,P014,1,34,34,CASH
289,8/26/2024,C0082,P036,3,416,1248,ONLINE
290,1/17/2024,C0080,P046,2,359,718,CASH
291,6/26/2024,C0010,P047,3,84,252,CASH
292,10/31/2024,C0017,P034,1,350,350,CASH
293,2/3/2024,C0090,P017,3,192,576,CARD
294,1/6/2024,C0068,P046,3,415,1245,ONLINE
295,4/10/2024,C0044,P044,5,73,365,CASH
296,8/19/2024,C0027,P041,3,302,906,ONLINE
297,5/8/2024,C0087,P012,4,386,1544,ONLINE
298,5/13/2024,C0070,P024,5,340,1700,CARD
299,7/4/2024,C0066,P028,4,60,240,CARD
300,10/18/2024,C0009,P017,4,38,152,ONLINE
301,4/21/2024,C0053,P042,3,327,981,CARD
302,8/6/2024,C0063,P022,3,39,117,CARD
303,9/17/2024,C0069,P006,2,141,282,CARD
304,8/12/2024,C0083,P042,1,368,368,CASH
305,3/27/2024,C0057,P038,2,190,380,CASH
306,9/17/2024,C0001,P021,1,124,124,ONLINE
307,11/11/2024,C0044,P007,3,321,963,ONLINE
308,5/3/2024,C0002,P039,1,292,292,ONLINE
309,5/2/2024,C0045,P030,4,221,884,CASH
310,3/27/2024,C0076,P008,4,499,1996,ONLINE
311,3/5/2024,C0041,P010,1,240,240,ONLINE
312,7/7/2024,C0090,P007,3,36,108,ONLINE
313,4/10/2024,C0039,P004,4,103,412,ONLINE
314,2/24/2024,C0012,P039,2,260,520,ONLINE
315,1/3/2024,C0084,P026,3,216,648,CASH
316,12/21/2024,C0017,P023,3,162,486,CARD
317,5/8/2024,C0076,P026,1,431,431,ONLINE
318,12/4/2024,C0044,P008,2,194,388,ONLINE
319,2/29/2024,C0006,P039,2,116,232,ONLINE
320,6/3/2024,C0015,P019,3,158,474,CASH
321,6/5/2024,C0023,P047,4,430,1720,ONLINE
322,9/13/2024,C0071,P044,3,189,567,ONLINE
323,4/5/2024,C0033,P006,2,450,900,CARD
324,2/19/2024,C0098,P050,1,460,460,CASH
325,4/27/2024,C0020,P037,2,336,672,CASH
326,6/2/2024,C0046,P013,1,257,257,CARD
327,3/4/2024,C0059,P050,2,399,798,CARD
328,9/15/2024,C0005,P009,1,322,322,CARD
329,4/13/2024,C0090,P050,1,306,306,CARD
330,11/5/2024,C0041,P042,1,432,432,ONLINE
331,10/18/2024,C0092,P035,4,306,1224,ONLINE
332,4/3/2024,C0034,P018,2,244,488,CARD
333,9/18/2024,C0041,P013,3,135,405,ONLINE
334,9/8/2024,C0039,P045,3,423,1269,CARD
335,2/10/2024,C0090,P039,2,499,998,CARD
336,4/15/2024,C0025,P015,5,317,1585,CARD
337,10/10/2024,C0049,P014,5,72,360,CARD
338,11/17/2024,C0067,P023,1,476,476,ONLINE
339,5/10/2024,C0023,P041,2,463,926,CARD
340,10/23/2024,C0076,P011,3,327,981,ONLINE
341,9/15/2024,C0030,P003,3,140,420,ONLINE
342,1/29/2024,C0042,P032,4,375,1500,CASH
343,1/10/2024,C0023,P025,1,111,111,CARD
344,11/25/2024,C0031,P032,4,22,88,CARD
345,6/24/2024,C0030,P020,1,198,198,CARD
346,5/6/2024,C0078,P046,1,261,261,ONLINE
347,7/18/2024,C0036,P013,4,176,704,CARD
348,8/9/2024,C0032,P021,1,329,329,ONLINE
349,1/17/2024,C0099,P025,3,126,378,CARD
350,6/28/2024,C0019,P038,5,493,2465,ONLINE
351,2/13/2024,C0060,P043,4,39,156,ONLINE
352,10/28/2024,C0001,P008,2,76,152,CARD
353,6/7/2024,C0077,P007,1,170,170,CASH
354,9/30/2024,C0034,P035,3,128,384,ONLINE
355,2/27/2024,C0013,P023,2,278,556,CARD
356,1/31/2024,C0008,P031,1,124,124,CARD
357,3/14/2024,C0085,P012,5,297,1485,CASH
358,9/17/2024,C0078,P022,4,219,876,ONLINE
359,3/27/2024,C0100,P017,3,204,612,CARD
360,4/18/2024,C0048,P004,2,434,868,ONLINE
361,10/28/2024,C0076,P048,1,297,297,ONLINE
362,6/30/2024,C0089,P006,1,45,45,ONLINE
363,7/4/2024,C0045,P048,2,94,188,CARD
364,8/10/2024,C0009,P037,3,96,288,CARD
365,2/26/2024,C0048,P031,3,190,570,ONLINE
366,1/5/2024,C0008,P005,2,164,328,ONLINE
367,1/31/2024,C0088,P026,2,101,202,CASH
368,1/2/2024,C0089,P020,4,448,1792,CASH
369,4/6/2024,C0058,P029,5,188,940,CARD
370,8/12/2024,C0094,P020,4,203,812,CASH
371,11/23/2024,C0079,P008,4,221,884,CASH
372,10/19/2024,C0067,P024,2,328,656,CASH
373,8/1/2024,C0037,P006,2,165,330,ONLINE
374,10/18/2024,C0087,P016,3,351,1053,ONLINE
375,3/22/2024,C0069,P033,3,207,621,CARD
376,11/4/2024,C0076,P005,5,480,2400,CASH
377,11/20/2024,C0071,P013,2,329,658,CASH
378,12/28/2024,C0090,P017,5,413,2065,CARD
379,12/12/2024,C0049,P025,1,231,231,CASH
380,12/8/2024,C0007,P018,3,442,1326,ONLINE
381,12/29/2024,C0068,P007,2,64,128,CASH
382,4/5/2024,C0058,P031,2,381,762,ONLINE
383,8/28/2024,C0077,P045,5,154,770,CARD
384,4/10/2024,C0001,P031,5,150,750,CASH
385,3/14/2024,C0088,P036,5,340,1700,CARD
386,3/26/2024,C0022,P008,1,201,201,CASH
387,2/19/2024,C0074,P036,1,40,40,ONLINE
388,12/6/2024,C0007,P050,3,43,129,CASH
389,6/8/2024,C0008,P034,4,167,668,CARD
390,7/4/2024,C0082,P028,5,32,160,CARD
391,10/24/2024,C0054,P016,3,370,1110,CASH
392,5/12/2024,C0098,P044,1,367,367,CASH
393,2/28/2024,C0023,P023,3,211,633,CARD
394,7/28/2024,C0089,P049,5,38,190,ONLINE
395,1/13/2024,C0050,P009,1,343,343,CARD
396,1/12/2024,C0013,P016,1,61,61,CASH
397,4/8/2024,C0037,P014,2,153,306,ONLINE
398,5/5/2024,C0100,P045,1,301,301,CARD
399,8/26/2024,C0056,P032,4,475,1900,CARD
400,8/27/2024,C0074,P043,2,62,124,CASH
401,11/10/2024,C0002,P012,1,59,59,CASH
402,6/16/2024,C0097,P050,2,419,838,CASH
403,2/20/2024,C0021,P035,5,22,110,ONLINE
404,2/25/2024,C0044,P026,1,365,365,ONLINE
405,3/5/2024,C0074,P041,3,217,651,CARD
406,11/28/2024,C0016,P031,3,234,702,ONLINE
407,7/9/2024,C0024,P016,5,212,1060,CARD
408,9/13/2024,C0041,P008,5,365,1825,CASH
409,5/18/2024,C0080,P045,4,56,224,CARD
410,2/29/2024,C0091,P005,1,458,458,ONLINE
411,12/17/2024,C0008,P015,1,386,386,CASH
412,1/6/2024,C0075,P049,3,291,873,CARD
413,12/22/2024,C0026,P048,2,305,610,CARD
414,1/15/2024,C0045,P026,5,442,2210,CARD
415,7/28/2024,C0074,P013,2,368,736,ONLINE
416,9/29/2024,C0089,P038,4,291,1164,ONLINE
417,3/15/2024,C0084,P023,4,58,232,ONLINE
418,10/29/2024,C0040,P049,2,150,300,ONLINE
419,2/1/2024,C0096,P036,2,230,460,CARD
420,3/26/2024,C0095,P014,2,338,676,CARD
421,3/14/2024,C0087,P038,2,305,610,CARD
422,10/13/2024,C0024,P028,3,165,495,CARD
423,2/22/2024,C0036,P044,4,147,588,CARD
424,12/10/2024,C0063,P039,5,321,1605,CASH
425,12/22/2024,C0008,P011,1,331,331,CARD
426,12/1/2024,C0047,P015,3,336,1008,CARD
427,1/5/2024,C0010,P034,5,140,700,CASH
428,12/10/2024,C0022,P037,1,425,425,CARD
429,8/18/2024,C0044,P028,5,119,595,CASH
430,9/26/2024,C0086,P023,3,271,813,CASH
431,7/30/2024,C0013,P033,5,166,830,CARD
432,5/6/2024,C0073,P040,2,59,118,ONLINE
433,2/20/2024,C0043,P024,5,215,1075,ONLINE
434,1/26/2024,C0074,P038,2,190,380,CARD
435,3/21/2024,C0077,P016,4,93,372,CASH
436,2/13/2024,C0048,P010,3,248,744,ONLINE
437,4/12/2024,C0052,P038,3,365,1095,CASH
438,9/17/2024,C0085,P033,1,108,108,CARD
439,8/31/2024,C0046,P033,2,379,758,ONLINE
440,9/4/2024,C0067,P032,2,313,626,CARD
441,8/27/2024,C0030,P011,5,85,425,ONLINE
442,5/8/2024,C0079,P003,4,149,596,CASH
443,10/9/2024,C0028,P003,4,202,808,CARD
444,9/13/2024,C0083,P011,5,287,1435,CARD
445,1/18/2024,C0055,P046,1,147,147,CARD
446,1/30/2024,C0060,P041,1,149,149,CARD
447,12/23/2024,C0044,P032,4,466,1864,CASH
448,7/29/2024,C0028,P038,4,308,1232,ONLINE
449,12/24/2024,C0017,P028,3,365,1095,CARD
450,3/18/2024,C0042,P042,1,75,75,ONLINE
451,8/1/2024,C0048,P049,5,140,700,ONLINE
452,3/3/2024,C0044,P031,2,227,454,CARD
453,12/10/2024,C0042,P020,3,250,750,ONLINE
454,7/23/2024,C0019,P004,4,53,212,CASH
455,10/20/2024,C0088,P028,3,164,492,CARD
456,2/12/2024,C0078,P004,1,221,221,CASH
457,7/22/2024,C0049,P008,3,233,699,CASH
458,10/1/2024,C0088,P018,2,192,384,ONLINE
459,8/26/2024,C0097,P002,5,281,1405,ONLINE
460,2/13/2024,C0014,P047,5,25,125,CASH
461,7/14/2024,C0042,P003,2,429,858,CASH
462,6/24/2024,C0039,P005,3,339,1017,ONLINE
463,8/30/2024,C0032,P045,4,39,156,CARD
464,4/30/2024,C0033,P024,2,100,200,ONLINE
465,8/30/2024,C0077,P044,1,468,468,ONLINE
466,2/16/2024,C0033,P026,2,469,938,CASH
467,10/14/2024,C0081,P026,3,236,708,CASH
468,8/19/2024,C0004,P022,4,60,240,ONLINE
469,7/13/2024,C0031,P036,3,369,1107,ONLINE
470,2/17/2024,C0054,P034,4,125,500,CASH
471,9/11/2024,C0081,P041,1,480,480,CASH
472,12/3/2024,C0005,P002,3,370,1110,ONLINE
473,1/10/2024,C0098,P008,5,357,1785,ONLINE
474,7/5/2024,C0030,P011,1,492,492,CARD
475,4/27/2024,C0033,P027,2,353,706,CASH
476,1/20/2024,C0070,P028,2,284,568,CASH
477,4/25/2024,C0044,P013,4,332,1328,ONLINE
478,10/2/2024,C0087,P046,4,48,192,CASH
479,1/31/2024,C0061,P012,1,247,247,CASH
480,6/29/2024,C0002,P010,1,384,384,CARD
481,7/22/2024,C0051,P032,3,79,237,ONLINE
482,6/13/2024,C0031,P010,3,96,288,CASH
483,12/10/2024,C0064,P009,1,57,57,ONLINE
484,3/2/2024,C0064,P024,5,343,1715,ONLINE
485,8/1/2024,C0088,P001,3,127,381,ONLINE
486,2/13/2024,C0003,P030,3,296,888,CASH
487,5/4/2024,C0088,P024,3,415,1245,CARD
488,10/29/2024,C0074,P034,1,236,236,ONLINE
489,10/2/2024,C0035,P024,2,98,196,CASH
490,4/13/2024,C0084,P033,1,29,29,CARD
491,10/11/2024,C0019,P034,3,301,903,CASH
492,11/19/2024,C0042,P024,1,400,400,CASH
493,9/18/2024,C0008,P018,3,392,1176,CARD
494,11/20/2024,C0039,P011,2,399,798,CASH
495,7/3/2024,C0094,P043,2,300,600,CASH
496,1/16/2024,C0032,P038,1,354,354,ONLINE
497,4/11/2024,C0033,P029,5,135,675,CARD
498,7/9/2024,C0024,P007,5,460,2300,CASH
499,9/29/2024,C0058,P013,5,430,2150,CASH
500,7/14/2024,C0003,P021,3,52,156,CASH
501,11/27/2024,C0087,P043,4,20,80,ONLINE
502,3/20/2024,C0045,P028,3,351,1053,CARD
503,9/2/2024,C0055,P016,4,146,584,ONLINE
504,12/24/2024,C0008,P010,3,457,1371,ONLINE
505,5/20/2024,C0084,P016,4,280,1120,CARD
506,9/17/2024,C0071,P007,2,131,262,ONLINE
507,5/12/2024,C0074,P005,5,188,940,CASH
508,1/28/2024,C0056,P019,1,278,278,CARD
509,2/15/2024,C0008,P005,3,347,1041,CARD
510,1/21/2024,C0054,P048,3,473,1419,CASH
511,2/7/2024,C0035,P036,1,70,70,ONLINE
512,5/1/2024,C0018,P032,5,376,1880,CARD
513,10/31/2024,C0062,P031,3,340,1020,CASH
514,10/25/2024,C0041,P016,1,58,58,ONLINE
515,10/22/2024,C0005,P016,4,297,1188,ONLINE
516,6/14/2024,C0026,P047,2,248,496,ONLINE
